time,AL,AT,BA,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MD,ME,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK
1992-03-01 00:00:00,101.62399999999998,68.19600000000001,85.81500000000001,47.83799999999999,87.05900000000001,88.407,95.96300000000001,49.23199999999997,41.475,30.440000000000023,30.33000000000002,98.86100000000006,23.95999999999999,71.72699999999992,33.94200000000001,91.04700000000011,76.17300000000003,69.26799999999999,35.73600000000001,90.99300000000012,33.462,47.78300000000002,30.318000000000005,67.35499999999992,93.79499999999999,90.60899999999998,100.38399999999996,42.46400000000001,23.849999999999994,41.35200000000001,92.04600000000008,76.43399999999995,78.3410000000001,22.045,73.60999999999999,64.16800000000002,
1992-04-01 00:00:00,124.79700000000005,102.50000000000003,117.47699999999998,72.65100000000002,115.49899999999997,112.36199999999994,141.54000000000005,94.52499999999999,76.30300000000008,60.685,64.92900000000006,127.10500000000005,44.54899999999999,93.08399999999993,59.171999999999976,120.50799999999988,107.19499999999994,105.73300000000008,63.13400000000003,114.56299999999997,79.21100000000001,82.00300000000007,73.67800000000001,97.90499999999996,115.32000000000016,120.94400000000002,120.47900000000004,73.32300000000001,53.135999999999996,85.00799999999998,132.176,110.29500000000009,116.58299999999997,53.517999999999994,101.09200000000006,100.66999999999996,
1992-05-01 00:00:00,118.93800000000003,123.3460000000001,123.60600000000004,112.096,119.43700000000001,134.6480000000001,156.88700000000006,121.46400000000008,112.65200000000006,96.40000000000005,79.79199999999999,151.73699999999988,79.76400000000005,125.85300000000005,92.05699999999995,136.711,130.36500000000007,130.34699999999998,82.76299999999995,129.18200000000004,90.02300000000004,120.67500000000021,85.34700000000005,115.209,115.80699999999997,117.80200000000002,146.4329999999999,109.84300000000002,107.38800000000006,108.85100000000023,150.16099999999997,114.27099999999994,116.64799999999998,84.36600000000001,129.29000000000002,123.989,
1992-06-01 00:00:00,148.27100000000002,153.02799999999993,155.1949999999999,154.326,151.2199999999999,154.43499999999997,153.9189999999999,165.55799999999996,156.07700000000006,152.94299999999987,150.381,159.8850000000002,142.02800000000005,151.46299999999994,144.30599999999993,149.94800000000004,159.01200000000023,161.02299999999994,133.753,151.63700000000003,151.53500000000005,156.2899999999999,148.79300000000003,152.378,160.90800000000007,142.28699999999998,147.68300000000013,154.13299999999995,137.15,145.3589999999999,162.04700000000017,151.93500000000003,155.7659999999999,139.84300000000007,155.878,158.6439999999999,
1992-07-01 00:00:00,139.2309999999999,132.63800000000006,126.71800000000003,139.18199999999996,131.19799999999992,136.94899999999996,154.23600000000002,139.74100000000007,141.72100000000015,161.2089999999998,160.76599999999993,149.03799999999984,155.18299999999988,134.83100000000005,143.097,152.82599999999988,136.113,130.84199999999996,145.8800000000001,140.15300000000002,163.35800000000006,136.57100000000003,160.378,134.97700000000006,141.60300000000007,140.40200000000007,148.71500000000023,143.72299999999998,150.97500000000005,153.26000000000013,154.88999999999996,128.70500000000007,133.01999999999995,152.52000000000018,137.58500000000006,138.53100000000003,
1992-08-01 00:00:00,158.82000000000002,141.8550000000002,155.79800000000017,143.47100000000015,153.90099999999975,145.70600000000005,163.2749999999998,152.53400000000008,137.2020000000001,142.25000000000003,150.09599999999995,168.58500000000018,129.49300000000008,149.45999999999995,129.636,166.70899999999986,156.7330000000001,152.25300000000004,130.47200000000018,155.058,164.6440000000001,141.74000000000007,154.85399999999993,158.417,168.07,154.50999999999985,161.55900000000008,146.8480000000001,131.95100000000008,151.21800000000002,171.41699999999997,154.47399999999996,160.6930000000001,130.95400000000012,150.01000000000002,154.9829999999999,
1992-09-01 00:00:00,155.44500000000005,139.03600000000023,157.7829999999999,122.34900000000002,156.52299999999994,150.27100000000016,160.64999999999995,137.1879999999999,128.38800000000003,113.7230000000001,116.20700000000001,156.99799999999996,92.677,135.55500000000004,113.85299999999997,162.59400000000008,152.6940000000001,149.37500000000003,116.76300000000006,150.26499999999996,131.044,130.1020000000001,124.16599999999997,149.56799999999998,165.0989999999999,153.77799999999996,148.2670000000002,125.01899999999999,94.89000000000003,131.53199999999998,157.49000000000007,149.19199999999992,156.9229999999999,98.34400000000004,147.7360000000001,144.92200000000003,
1992-10-01 00:00:00,135.00800000000012,116.18200000000007,133.5700000000001,101.91300000000005,139.52100000000007,120.42399999999999,152.77600000000007,117.23700000000002,107.45500000000003,94.68900000000001,75.71800000000003,136.62,62.97900000000002,114.64200000000001,82.79399999999998,137.33100000000007,126.82700000000003,122.77999999999987,82.51100000000007,125.49099999999997,82.87,112.00600000000003,73.90500000000006,125.2400000000001,139.12600000000006,133.457,128.24900000000002,102.42500000000007,68.88800000000002,101.98400000000002,140.635,125.85999999999999,134.24400000000017,77.48300000000002,122.96399999999998,114.78600000000002,
1992-11-01 00:00:00,78.77000000000005,69.33500000000005,69.98899999999998,64.83099999999999,87.97600000000003,73.34299999999993,138.35499999999993,74.16499999999996,62.60300000000001,56.763999999999996,42.71600000000001,94.75600000000006,39.64600000000003,67.15400000000002,49.84700000000004,90.77600000000002,66.36000000000003,73.64000000000001,53.24400000000002,78.271,54.477,70.91799999999998,44.93200000000004,81.46400000000003,66.803,77.97699999999999,99.37999999999998,58.551999999999985,46.78999999999997,64.39899999999997,103.66600000000007,79.53599999999997,74.41999999999999,41.24700000000002,61.27800000000005,72.66400000000003,
1992-12-01 00:00:00,79.11899999999996,45.513000000000005,62.31100000000003,31.805000000000028,70.98099999999998,52.17499999999998,98.64000000000006,37.801000000000016,29.270999999999994,20.922000000000015,13.243000000000004,85.08200000000001,7.455999999999994,44.81600000000002,19.803999999999988,73.785,54.96,51.48,21.337999999999987,68.03899999999996,18.813999999999993,34.63300000000004,15.523999999999992,48.67599999999995,66.76799999999996,71.71,85.95700000000001,28.760999999999967,9.317999999999994,28.482999999999993,82.74300000000002,51.60200000000002,58.71399999999996,10.234999999999994,50.916,43.44399999999999,
1993-01-01 00:00:00,65.34900000000005,48.93300000000001,61.43499999999998,26.783999999999995,67.23200000000004,56.693,85.28600000000002,37.14899999999998,29.306999999999984,14.68999999999999,7.986000000000002,61.26100000000001,2.012999999999999,38.96199999999999,14.842000000000002,60.635999999999974,46.379000000000005,43.94300000000002,16.509999999999998,51.32,16.39299999999999,30.883,11.292999999999994,46.77500000000002,63.599000000000004,65.149,79.70499999999996,23.905999999999988,4.189999999999998,27.105000000000008,61.68600000000002,55.06200000000002,57.973,5.155999999999996,44.31100000000002,40.781,
1993-02-01 00:00:00,92.65899999999998,59.332999999999984,74.85199999999996,29.047000000000022,78.28399999999996,67.71000000000001,94.38100000000001,44.623999999999995,34.86399999999998,20.999000000000002,13.319000000000013,89.57,5.6619999999999955,49.122000000000035,14.999,85.04899999999999,56.10499999999999,54.845999999999975,16.59400000000001,72.64000000000003,20.021000000000008,31.973000000000013,15.443999999999992,58.374,76.31300000000005,86.45300000000002,85.83600000000003,26.986000000000008,7.814999999999997,33.26299999999998,82.68799999999992,62.02800000000003,67.24999999999997,10.359,57.468,51.239,
1993-03-01 00:00:00,98.91199999999998,84.90600000000003,97.55099999999997,54.945000000000036,93.21599999999995,99.16300000000005,100.29099999999994,74.49699999999999,60.828999999999986,40.96699999999998,35.927,96.20500000000001,26.321999999999996,77.2470000000001,32.248000000000005,89.01800000000001,86.68300000000004,77.14099999999999,36.30900000000001,90.72900000000008,44.292999999999985,65.21100000000001,37.916000000000004,75.84799999999998,97.82699999999997,92.023,89.651,47.702000000000005,29.044999999999998,51.186999999999976,101.54499999999999,80.56600000000005,89.49300000000007,31.902999999999995,85.20999999999997,75.56300000000002,
