"time","AT_ON","BE_OFF","BE_ON","BG_ON","CH_ON","CY_ON","CZ_ON","DE_OFF","DE_ON","DK_OFF","DK_ON","EE_ON","ES_ON","FI_OFF","FI_ON","FR_OFF","FR_ON","GB_OFF","GB_ON","GR_ON","HR_ON","HU_ON","IE_OFF","IE_ON","IT_ON","LT_ON","LU_ON","LV_ON","MK_ON","NL_OFF","NL_ON","NO_OFF","NO_ON","PL_ON","PT_ON","RO_ON","SE_OFF","SE_ON","SI_ON","SK_ON"
"1980-12-01 00:00:00",171.2940939999999,414.6120399999998,269.1383140000001,200.09359500000002,168.67788599999997,68.000985,209.73156399999976,410.2231959999999,220.90299699999966,366.190142,248.07614799999973,226.8953010000001,223.55854600000004,331.435217,281.2347820000002,433.35944400000045,241.94673300000002,458.992199,301.2312430000006,160.17845599999987,141.7024949999998,173.08915999999996,377.34615700000035,294.1272159999999,176.1141769999999,234.4240200000001,260.7089140000001,221.094069,99.47590300000007,422.23053300000004,303.273148,366.4239520000003,201.6506330000002,256.66594499999997,202.57592100000028,213.98000700000003,429.7637340000004,210.82256699999994,115.04503099999994,91.34526900000007,
"1981-01-01 00:00:00",245.67417299999985,398.10447899999986,257.51462500000014,202.6861219999999,195.4015130000002,150.06145799999993,220.6313199999999,416.775661,229.02356600000007,420.2998920000003,317.67232000000007,241.13178199999982,268.698951,297.9757040000002,257.77689999999996,425.8819300000002,241.09348799999998,448.69945800000073,342.660821,273.10233800000003,162.1363439999999,219.5430140000002,379.158611,325.91308899999996,225.40225300000014,316.9067470000003,239.74598100000023,283.38749199999984,131.4466630000001,398.6703080000002,283.3298380000003,508.62729200000007,275.70733900000005,284.63376700000015,244.66917399999986,200.94293100000002,462.5891730000002,257.40990600000003,72.56134100000004,116.36467899999994,
"1981-02-01 00:00:00",280.1232439999998,322.1552910000002,231.386812,335.5910120000002,216.53177700000032,238.17122900000004,229.75697200000005,317.7084709999999,198.38073999999992,332.498739,237.83520200000004,273.84145299999943,239.399689,345.47411999999986,310.4750829999999,383.44266100000027,241.74564599999994,370.3682650000004,312.034158,354.44283600000034,246.03291099999993,257.23686600000025,311.1743779999995,297.72177999999985,325.8772650000004,280.94861999999983,243.86770299999998,262.9533880000002,199.8780490000002,326.7753909999997,238.6613869999997,502.40289700000056,324.44007999999985,240.92241000000004,221.57792600000036,261.58496399999973,422.818129,242.1936389999999,95.5502459999999,153.82965899999996,
"1981-03-01 00:00:00",181.724042,229.44812700000008,163.83999700000015,212.24629400000015,110.7481740000001,172.58799700000003,174.72162200000025,255.84041299999998,149.34294399999993,285.4261610000001,212.4146349999997,165.10593100000028,186.27610400000006,193.1311999999997,164.1200470000001,335.35652800000037,169.49882500000007,291.60772499999996,246.46496699999977,200.25720400000006,99.91047399999984,175.4241789999998,263.80243500000034,259.01540999999963,147.714958,215.2806789999999,174.89902000000006,182.74023100000005,94.21507800000008,236.71015999999986,173.37966399999996,382.8355150000001,221.06073399999994,222.93147900000025,198.43575800000016,206.63926499999994,353.72965900000025,164.42209800000018,55.013027000000044,90.33380500000001,
"1981-04-01 00:00:00",236.06148900000036,335.65346999999997,270.05802699999975,154.84278499999985,191.897568,136.03774099999995,225.4105929999999,295.62703100000004,194.90824300000008,300.20275599999997,218.8533189999999,188.07377500000004,234.3459160000002,267.6876720000002,242.20438200000024,456.3508820000004,254.37047300000012,371.3048869999997,258.95240700000005,157.19885099999996,78.85595899999997,221.49130399999999,326.5194710000007,267.4997449999999,147.7976960000002,225.86307400000007,262.9335739999996,190.15099300000003,98.40902999999997,310.35347800000056,242.30676100000005,399.7087780000001,211.22777300000004,222.91121099999984,216.59344700000014,206.4231009999999,373.8532629999996,172.55977900000028,37.61201200000002,141.67322200000007,
"1981-05-01 00:00:00",152.27844399999995,193.84335700000045,136.31677999999997,130.57253500000007,90.63137800000005,103.9713560000001,136.24993799999993,175.3411109999998,103.03237200000011,180.36080299999992,123.344617,156.3656040000001,173.06605000000002,271.521596,250.94656400000022,300.7815869999999,149.71190899999993,239.96179300000003,151.18266399999993,120.92447299999989,85.65268200000003,154.89157799999998,167.08132399999994,144.7400369999999,104.06697999999999,155.51768299999995,152.43100700000008,142.62047099999995,75.278877,208.56669600000006,144.77686500000002,338.71814599999976,199.2840130000001,152.09406899999996,192.05203200000014,182.994901,265.8162770000001,182.74151899999976,60.048894999999966,90.12398000000005,
"1981-06-01 00:00:00",172.370882,161.29080600000006,133.62734400000002,107.21007000000006,107.4838849999999,89.87383599999995,130.4728640000001,193.53398899999985,96.60062399999983,215.41322700000015,142.45494000000005,100.87567199999994,233.314268,176.2472729999999,177.25196099999985,420.80596900000023,177.64285,231.71074300000004,164.2036299999999,159.0447789999998,53.879291999999985,159.98786300000015,207.12878300000006,174.27805500000014,123.77244099999994,129.88923700000012,134.87556000000012,98.85653799999994,74.76041400000003,162.892129,117.44560499999993,330.8129319999999,123.94590199999998,151.4286450000001,239.22821700000006,140.373712,304.24242100000026,147.15761600000022,36.42170299999996,97.45120600000007,
"1981-07-01 00:00:00",186.39316899999997,226.39477800000012,153.50934799999993,108.67536700000002,109.01196600000013,69.92105699999995,132.85481199999998,228.4955819999998,119.98674300000008,219.95208800000003,163.1236249999999,181.60197500000024,164.88955200000004,260.7244330000003,249.78874500000012,264.18177300000013,139.95626300000012,280.8615209999998,189.5092110000001,112.02577500000002,57.22003499999999,168.16772000000003,203.93194000000022,191.33283599999996,97.4292020000001,172.51092300000022,154.21196700000002,160.5810119999999,66.88536900000003,246.59878099999986,173.82711,360.9435380000004,126.91102699999996,155.67568999999995,171.21423199999987,124.26483899999982,299.76910400000025,175.1530920000002,43.04709599999999,100.15321800000005,
"1981-08-01 00:00:00",202.5916750000001,151.04122000000018,124.98597300000003,131.49697999999972,107.26265699999988,66.47043500000004,137.06281300000006,139.01752200000004,93.81556200000003,193.1987910000001,143.29987799999992,131.215014,174.52139199999993,216.9604599999999,213.53250400000007,271.19046500000013,132.93512599999994,200.3719439999998,157.33851300000006,186.50938699999992,79.66478400000008,200.406077,173.51886199999993,182.88378699999998,131.81455200000005,166.9593489999998,133.32931599999986,134.861394,128.97941899999998,163.9244690000001,118.98375800000011,260.78527199999974,109.2394940000002,142.04848199999995,233.6470950000002,156.67473699999996,277.75370499999985,146.9210460000001,29.02414199999997,110.93438199999987,
"1981-09-01 00:00:00",158.52502500000008,109.86708200000001,88.55618599999998,107.37297800000003,74.49081900000002,71.15270099999996,124.64353999999996,142.8544439999999,92.6733,175.60710000000006,119.50265600000003,139.8387920000001,121.29980100000007,218.15966599999993,197.832254,216.28836699999997,94.578878,143.61235800000003,118.56590800000012,205.94057500000005,59.706279000000045,152.08178999999996,90.22620299999987,104.630431,89.38398600000009,156.651933,100.83459299999994,147.2500840000001,42.869919999999986,145.10809900000004,105.01643400000002,285.08696700000013,123.51480200000003,150.54151200000004,136.19447700000018,126.45139199999998,262.78132300000004,153.50483399999996,41.682059,89.51187900000002,
"1981-10-01 00:00:00",138.51531100000022,189.46560400000007,154.02029300000015,143.34249600000018,106.14756899999999,56.25478199999999,106.57530300000009,180.23737199999994,79.09800699999995,187.945554,146.316303,129.00605400000003,154.8774,188.18352299999995,168.25708699999998,314.745624,153.31672099999992,268.08963100000017,216.87484999999995,133.10024100000004,61.66117199999993,148.952311,215.59303900000006,204.6306009999999,97.06369800000006,156.656129,146.23096000000004,133.084481,48.948423,203.20592699999995,139.21900499999998,435.9202920000002,173.294219,105.69547200000002,157.164961,140.50956599999995,222.15000699999976,123.10017999999997,59.90758399999994,86.19934899999998,
"1981-11-01 00:00:00",218.8749360000001,321.12492100000014,245.91933600000038,147.95228300000014,232.65249899999972,41.08203099999995,204.14764000000014,306.67489700000004,193.20955099999998,308.4894359999997,218.58372500000002,218.08672200000032,195.42781000000016,266.86488900000006,234.54388200000002,416.39582800000056,242.3729529999998,342.26778800000005,254.32313799999983,137.449178,96.720059,232.78863299999972,285.7767429999999,252.27689300000003,156.96085700000003,249.75220800000008,253.376534,221.19034600000026,73.12328300000001,314.5521790000001,238.3710019999998,427.52530400000046,181.76487499999988,228.45274499999982,190.00094900000022,219.26792800000013,363.58981399999993,168.95114599999988,56.21012999999995,134.58363200000005,
"1981-12-01 00:00:00",278.19597199999987,332.707856,238.61869600000009,250.1706760000002,154.6334820000001,122.68560299999997,247.1208110000002,412.36370500000044,230.77286100000018,422.1882929999995,319.49962900000025,219.03723599999995,124.31932999999997,322.75499600000006,274.95172399999996,331.1947240000003,191.00634599999987,375.3428869999998,302.1363290000003,190.58608799999985,115.37111499999996,249.81362400000017,283.48427499999985,273.5781679999998,153.423515,262.1400959999999,243.64650800000007,253.17043800000013,141.98012999999997,364.5414959999999,270.5833659999999,492.3208859999998,258.2991199999999,278.3318239999999,122.34522100000014,260.40062399999994,440.5759749999994,258.745906,34.47403100000004,142.7440139999998,
"1982-01-01 00:00:00",279.6360739999999,269.46615599999984,191.3321990000002,230.845853,270.0951800000001,174.2357039999999,224.15827400000018,213.15893400000016,137.88494600000007,246.100764,162.21726800000013,187.31927100000001,390.66571300000084,322.77207599999974,275.55062800000013,455.70444199999986,258.1524039999998,295.66152199999976,200.55899599999984,294.3968689999999,195.6231620000003,280.56758799999983,235.36785099999986,201.28868,324.13812700000017,205.38394599999992,240.1195749999998,176.30958400000003,110.30545099999996,244.729898,164.81255199999987,318.69718599999993,201.31936700000017,204.16836299999972,355.1469929999998,250.7521550000002,349.8861460000001,190.0109780000001,84.55155899999988,180.95764899999983,
"1982-02-01 00:00:00",220.08952100000013,276.5561499999999,220.41728499999994,180.58240399999974,169.43572600000005,131.88650799999996,208.690032,215.09034999999992,152.90232300000002,232.15692800000002,167.0810569999999,244.778714,236.92134899999988,275.92576400000024,224.68533600000023,407.94399899999996,231.0465589999998,341.5839440000001,253.1392960000001,232.07622300000003,103.769665,179.851516,341.5985409999997,295.7477390000002,174.70737199999962,276.68111100000027,237.01574200000007,258.8405759999997,70.22577299999988,254.3409039999999,184.09739300000018,453.0584259999998,246.01168600000034,227.97087100000024,189.73623300000003,168.8162840000001,309.3525089999998,171.1356480000003,74.570165,131.55604300000016,
"1982-03-01 00:00:00",152.47089800000012,197.18201699999997,146.7402929999999,192.77340600000002,70.264152,133.76689200000007,128.92181699999983,208.65135600000005,92.37048999999998,169.52843199999998,113.74829000000004,136.96613399999998,182.84981099999987,265.90010499999994,228.58128299999996,277.58273200000036,140.821459,288.4205379999998,248.10465200000016,222.579976,97.62539499999991,129.10982399999995,294.4436089999997,289.23464700000005,115.09237100000001,107.78319199999991,151.978077,99.84468799999995,82.45097600000011,220.8032,149.9268780000001,455.4485829999999,256.6192750000002,97.70547699999992,172.4182969999997,160.103135,184.92118100000013,118.61837700000004,54.08242500000001,88.571038,
"1982-04-01 00:00:00",210.75861399999994,289.466972,245.73645499999998,228.49023200000013,206.67697399999994,83.01714000000005,207.3026499999997,272.99358699999993,181.774726,282.012168,214.492735,218.26832500000015,218.15790399999995,327.28703,284.5070810000003,392.4382170000004,250.5704350000002,332.95334400000024,276.5132029999998,239.5305380000002,169.43947700000018,208.5161880000001,292.921783,291.0219229999998,206.82095100000004,249.4888820000001,262.8514459999998,226.10521300000028,67.20531400000003,290.93432099999956,232.37921399999996,458.5498430000004,282.8053090000003,231.20012399999962,189.8521280000001,226.2405120000002,370.0741399999995,210.54659299999986,114.32024300000008,119.30089699999985,
"1982-05-01 00:00:00",229.49867499999985,201.72975500000004,183.89859800000002,156.98089099999996,151.80200399999998,121.41845700000015,188.94833100000005,231.95114800000013,147.34715700000007,242.90639599999986,181.32027,172.93484400000014,186.54047099999983,250.56964900000003,235.28962899999976,403.08084199999973,206.72300499999992,211.56179099999986,172.43484099999998,126.58598800000001,101.25063600000004,209.33044000000007,109.48764799999978,118.74973599999998,110.39240899999994,198.36763099999988,230.330804,172.2947909999999,63.43072799999998,234.5058550000001,178.77359400000003,399.80108799999994,250.85030400000008,183.00791699999982,175.3133490000001,171.81067099999993,307.09470600000043,185.8220269999999,80.35556700000001,135.84999999999997,
"1982-06-01 00:00:00",173.16583799999998,155.80674299999993,122.73850399999978,179.37071099999991,103.5049579999999,82.13638900000018,120.36066799999973,143.7380649999999,91.54688399999993,176.60274500000006,131.9777229999999,197.3499199999999,140.075288,290.37298000000015,272.16642400000023,290.64042799999993,135.84369100000018,219.22051500000012,165.82782000000006,143.38727099999994,99.76323400000005,155.95921299999983,169.1467980000001,194.69105399999987,106.70790700000018,155.5377970000001,137.1965240000002,145.05228800000012,36.52990900000004,159.845526,120.15258200000017,295.3184829999996,140.99337099999988,119.9982669999999,194.1917199999997,186.51477900000026,269.2245909999998,189.33783999999997,50.448171,97.61304599999994,
"1982-07-01 00:00:00",144.6916,149.27202399999987,136.11628499999998,146.3301219999999,111.88926300000001,52.30247699999998,121.8342960000001,125.33537199999994,96.82662500000006,134.40917099999996,90.602542,146.4144669999998,149.67686000000012,196.12614399999998,195.4674600000001,284.88988099999995,141.61582800000008,173.76748700000002,119.137801,133.46672999999998,41.070297000000004,141.12969700000002,110.83224899999989,132.0272660000001,117.99051899999999,140.3881659999999,145.415445,126.85502699999982,70.85515400000003,151.11325200000005,113.28783700000004,269.55021300000016,112.98001300000011,134.49094600000004,171.17111199999988,170.46940299999994,201.11437999999998,105.26744000000002,30.32703600000002,72.39772899999996,
"1982-08-01 00:00:00",127.43671899999993,171.35025200000015,121.6715790000001,118.57349399999993,80.28288,66.15402999999996,92.35906600000011,134.51080400000006,73.07387700000004,133.88629800000012,97.24434899999999,95.03665100000016,150.26409900000024,212.153274,199.96236800000017,264.076243,124.7934149999998,179.74948900000004,110.95190200000003,157.882048,47.497713000000026,117.28639699999991,100.90177599999987,90.69358800000008,90.13554700000002,131.67704600000002,146.2918330000001,93.68676500000015,96.55452899999989,177.90625900000006,122.97738699999998,315.6989439999999,155.90429800000007,104.73040100000003,153.83962500000015,146.17128700000012,185.43267700000018,126.53246699999997,28.52922900000001,68.21217799999995,
"1982-09-01 00:00:00",111.7234600000001,201.12580899999986,146.08591099999998,101.01893100000002,81.18599499999996,60.16902200000006,99.12307799999995,226.24228799999992,110.25661500000004,228.1378529999998,157.87399900000008,139.632081,141.30112700000006,216.65375199999994,201.51625200000004,267.17910700000033,128.58950400000012,271.27310599999976,221.5153499999999,154.92794699999985,45.37344599999997,103.14174099999997,210.4546610000001,217.7277170000002,86.68788499999997,150.2274259999999,137.32013099999992,139.51393699999997,50.06762599999997,227.35359499999987,167.22810799999985,324.59898899999996,146.5989920000001,135.08731100000003,201.7132939999997,103.11711700000005,353.3382059999998,167.65250299999988,32.53636300000002,52.60949599999996,
"1982-10-01 00:00:00",102.52452800000002,157.76530299999988,123.27427400000003,76.31371099999997,86.98441499999997,40.766247000000035,79.08517799999998,198.00705799999992,87.121847,244.90121500000018,186.80955500000002,164.55492700000013,161.673541,278.7956840000002,246.32722900000002,269.363871,133.60019099999988,237.45017300000004,238.86323299999992,182.98313300000004,47.040104999999954,91.15170100000002,186.32702799999998,195.99236199999996,69.0135429999999,157.82545999999994,121.9470170000001,150.7734119999997,23.082852000000017,176.24332599999997,124.29684999999992,441.5994939999999,224.29995700000012,123.03524200000005,157.47061300000004,84.66014100000007,325.9018839999998,217.7841659999999,41.77019799999999,55.28429299999996,
"1982-11-01 00:00:00",160.1609779999999,226.9952269999999,176.49166799999992,154.62206800000007,132.48899099999986,54.38480800000004,174.38471599999997,192.32948900000002,117.98253399999997,244.38176500000048,177.630241,143.81988399999994,224.78627800000004,245.88496599999985,212.3124659999998,342.08471400000025,180.89471500000016,279.84117800000024,259.36881999999997,160.5046059999999,99.57039200000001,167.3075169999999,282.7652950000001,272.006566,153.96865099999997,152.0280419999999,176.69942899999992,135.608137,47.861269000000014,214.2026959999999,147.58291700000007,404.3599760000002,231.38964800000014,163.113791,215.91131900000005,165.69176399999995,340.77114099999994,165.01877899999982,67.50147599999995,105.21028500000004,
"1982-12-01 00:00:00",162.75278699999996,357.1890539999999,257.0134970000003,139.79357199999995,171.2234910000002,89.87472799999996,185.34793900000003,391.66286299999996,194.47231200000013,399.4452690000004,305.2954719999996,342.63776200000007,224.19610600000016,342.7875940000002,298.9723660000001,396.7035260000007,239.10168099999984,402.0686779999998,307.29010500000015,239.45255399999985,141.032792,163.78553599999995,345.075371,300.9429219999997,138.47273100000007,286.2724850000001,240.63653699999995,318.10848000000004,69.50402,373.00201700000014,276.981199,528.524795,270.45169700000025,222.9120709999999,191.69160299999993,145.39944500000004,485.413406,269.2244489999998,87.38392500000002,114.4024359999999,
"1983-01-01 00:00:00",236.68928700000006,317.0965509999998,237.91725900000003,258.5235190000003,207.588328,101.31220999999998,220.12236200000012,336.59295200000037,207.69642300000004,334.75979300000006,244.80927900000006,265.6308549999999,272.4933570000004,362.72552099999996,314.63220700000045,390.2804629999999,229.5861490000001,360.0895320000003,281.13220500000034,252.84004199999998,174.01506200000014,257.3236860000001,324.73935999999964,303.2836910000001,212.5234919999998,238.19665200000014,236.66834700000007,255.12611200000018,90.67643400000006,331.48630500000024,257.10607000000016,482.6031749999998,280.0902110000001,221.95831599999977,218.97497099999987,251.67463699999993,399.62841899999984,243.300948,113.09763299999992,138.64053500000003,
"1983-02-01 00:00:00",336.1620700000002,482.5182560000007,370.9707869999999,232.51080000000005,234.819879,155.97360999999984,362.46012100000013,547.944868,357.69259300000004,535.4116639999995,429.2689290000003,321.52109299999944,173.1522789999998,352.830926,315.97820900000005,411.41618300000005,281.3001990000002,532.0388959999998,466.9680610000001,244.58689399999994,86.52959700000001,275.8180239999997,453.3723699999997,441.53767999999974,182.68722400000013,398.7296780000004,359.15997499999986,358.5042069999999,120.10747599999995,508.64344400000056,402.0969830000001,598.2101720000005,366.25126599999976,409.6903530000004,171.1644240000001,259.11844300000007,550.3837469999997,343.59049100000004,34.04262499999997,182.97210700000005,
"1983-03-01 00:00:00",224.0103980000001,278.1533079999996,198.6043379999999,277.91194800000005,162.55274500000002,189.84993899999998,177.22636699999993,189.64573600000008,128.4396719999998,201.88962200000006,140.40982899999992,160.95364799999984,172.06200299999986,252.80207399999952,212.35573299999996,396.2620930000004,216.2729860000001,321.9413890000004,220.43883399999996,248.1994880000003,134.00200399999986,207.57421600000006,301.37097799999947,256.1161720000001,193.64257099999998,198.58893499999976,244.31686899999974,184.81719099999978,137.40069700000004,248.31670200000005,179.05579600000016,307.086813,234.7125029999999,167.5254569999999,187.96378099999995,255.66548600000013,292.9999040000002,174.3551129999998,56.91300300000003,134.01616300000006,
"1983-04-01 00:00:00",266.1569200000005,265.48906800000015,205.52651400000025,239.57244500000036,141.38998700000016,99.03261999999994,215.6411919999999,284.5356909999997,190.63906699999993,301.5669899999999,221.1874300000002,176.81749000000008,217.58381800000018,235.32654899999997,202.54465399999998,318.8848920000003,192.4683469999998,333.56680000000017,282.68059999999986,228.34330800000023,134.28676300000006,247.65699199999983,251.79140899999993,268.15760599999993,173.67661899999996,207.84201700000003,208.7621100000001,186.30521399999975,121.20880499999997,288.52837599999987,214.51333300000005,414.8866069999996,213.27403399999994,237.22414600000013,215.9162290000001,280.9284359999998,360.7157589999993,183.39239300000006,55.29522199999993,164.37519399999994,
"1983-05-01 00:00:00",199.283654,201.78295400000002,171.11050300000008,104.77343799999994,184.13973400000006,92.422967,160.951169,177.418305,117.79390000000005,201.67430500000003,138.54757999999995,146.04945399999986,289.6464489999999,215.02926899999986,191.74626300000045,392.1464790000002,201.833096,225.85419500000006,153.9416340000001,105.56098299999995,77.17210700000004,215.47982199999984,153.32973500000006,135.23834100000008,152.313755,164.76508700000005,198.000296,138.50390999999988,66.53235200000005,213.2217880000001,152.37680900000012,242.8164749999995,127.40631499999992,165.14730899999998,270.46321100000006,158.4487050000001,297.43248200000045,137.07593799999987,48.140547000000005,120.80311099999996,
"1983-06-01 00:00:00",169.4166600000001,203.3718789999998,186.659123,133.34697300000013,152.24342900000008,45.47565299999993,127.20028299999997,157.6761249999999,91.09851499999992,168.21994600000022,115.25603799999998,108.21385499999998,228.5850230000001,192.91625900000005,168.51674399999987,393.54448899999977,188.42234699999992,227.63370699999996,151.196405,146.172414,60.750842,161.49565200000006,179.06791300000012,154.16982800000005,133.77539199999993,120.79040200000004,196.10587799999988,108.66091700000005,65.09905999999997,215.04041099999978,158.9754309999997,278.3306689999999,153.59762299999957,129.50881700000016,230.390758,174.249372,271.2661710000001,148.36190499999998,40.69604999999994,98.93628399999997,
