"time","AT","BE","BG","CH","CY","CZ","DE","DK","EE","ES","FI","FR","GB","GR","HR","HU","IE","IT","LT","LU","LV","MK","NL","NO","PL","PT","RO","SE","SI","SK"
"1980-12-01 00:00:00",171.2940939999999,316.234481,200.09359500000002,168.67788599999997,68.000985,209.73156399999976,240.77175299999988,286.38987199999974,226.8953010000001,223.55854600000004,281.52949699999976,242.05271899999994,362.40466400000065,160.17845599999987,141.7024949999998,173.08915999999996,294.91269999999975,176.1141769999999,234.4240200000001,260.7089140000001,221.094069,99.47590300000007,320.90674500000017,202.12851700000022,256.66594499999997,202.57592100000028,213.98000700000003,222.62433499999997,115.04503099999994,91.34526900000007,
"1981-01-01 00:00:00",245.67417299999985,303.02966399999974,202.6861219999999,195.4015130000002,150.06145799999993,220.6313199999999,248.727747,350.9625580000001,241.13178199999982,268.698951,258.01288400000016,241.19582200000022,383.7784100000001,273.10233800000003,162.1363439999999,219.5430140000002,326.41565600000035,225.40225300000014,316.9067470000003,239.74598100000023,283.38749199999984,131.4466630000001,300.4272820000002,276.382864,284.63376700000015,244.66917399999986,200.94293100000002,268.46983899999975,72.56134100000004,116.36467899999994,
"1981-02-01 00:00:00",280.1232439999998,260.77250399999997,335.5910120000002,216.53177700000032,238.17122900000004,229.75697200000005,210.90391700000015,268.54210300000005,273.84145299999943,239.399689,310.6805350000001,241.82410200000012,334.6538100000004,354.44283600000034,246.03291099999993,257.23686600000025,297.8487579999998,325.8772650000004,280.94861999999983,243.86770299999998,262.9533880000002,199.8780490000002,251.7229120000001,324.9562160000003,240.92241000000004,221.57792600000036,261.58496399999973,251.92999199999977,95.5502459999999,153.82965899999996,
"1981-03-01 00:00:00",181.724042,185.08019700000014,212.24629400000015,110.7481740000001,172.58799700000003,174.72162200000025,160.51963200000012,236.09804699999978,165.10593100000028,186.27610400000006,164.29033999999996,169.59065899999987,263.969533,200.25720400000006,99.91047399999984,175.4241789999998,259.06061700000026,147.714958,215.2806789999999,174.89902000000006,182.74023100000005,94.21507800000008,182.76743000000013,221.5299299999999,222.93147900000025,198.43575800000016,206.63926499999994,174.62649800000017,55.013027000000044,90.33380500000001,
"1981-04-01 00:00:00",236.06148900000036,291.29410299999995,154.84278499999985,191.897568,136.03774099999995,225.4105929999999,205.47844999999987,245.24137699999997,188.07377500000004,234.3459160000002,242.35399200000006,254.48228999999986,302.5182359999998,157.19885099999996,78.85595899999997,221.49130399999999,268.05683400000044,147.7976960000002,225.86307400000007,262.9335739999996,190.15099300000003,98.40902999999997,252.39362700000004,211.77440400000023,222.91121099999984,216.59344700000014,206.4231009999999,183.41026400000015,37.61201200000002,141.67322200000007,
"1981-05-01 00:00:00",152.27844399999995,154.9406339999999,130.57253500000007,90.63137800000005,103.9713560000001,136.24993799999993,110.62102600000007,141.83948799999993,156.3656040000001,173.06605000000002,251.06734400000013,149.79555100000022,185.60769700000006,120.92447299999989,85.65268200000003,154.89157799999998,144.95091100000002,104.06697999999999,155.51768299999995,152.43100700000008,142.62047099999995,75.278877,154.23271299999996,199.68840600000024,152.09406899999996,192.05203200000014,182.994901,187.21955200000005,60.048894999999966,90.12398000000005,
"1981-06-01 00:00:00",172.370882,142.58321099999975,107.21007000000006,107.4838849999999,89.87383599999995,130.4728640000001,106.77357099999995,166.12109300000014,100.87567199999994,233.314268,177.2460549999999,177.77747499999995,190.3802209999999,159.0447789999998,53.879291999999985,159.98786300000015,174.58811800000015,123.77244099999994,129.88923700000012,134.87556000000012,98.85653799999994,74.76041400000003,124.18236199999997,124.54587599999999,151.4286450000001,239.22821700000006,140.373712,155.62505500000015,36.42170299999996,97.45120600000007,
"1981-07-01 00:00:00",186.39316899999997,177.10552199999995,108.67536700000002,109.01196600000013,69.92105699999995,132.85481199999998,131.37451699999997,181.55760400000003,181.60197500000024,164.88955200000004,249.85294700000003,140.02502199999984,224.93200800000022,112.02577500000002,57.22003499999999,168.16772000000003,191.4517659999999,97.4292020000001,172.51092300000022,154.21196700000002,160.5810119999999,66.88536900000003,184.61438999999984,127.58978200000004,155.67568999999995,171.21423199999987,124.26483899999982,181.87035699999996,43.04709599999999,100.15321800000005,
"1981-08-01 00:00:00",202.5916750000001,133.421175,131.49697999999972,107.26265699999988,66.47043500000004,137.06281300000006,98.55942499999999,159.48604799999995,131.215014,174.52139199999993,213.55262499999984,133.011671,174.02516600000004,186.50938699999992,79.66478400000008,200.406077,182.7953740000001,131.81455200000005,166.9593489999998,133.32931599999986,134.861394,128.97941899999998,125.64552599999998,109.6790240000001,142.04848199999995,233.6470950000002,156.67473699999996,153.97342600000013,29.02414199999997,110.93438199999987,
"1981-09-01 00:00:00",158.52502500000008,95.45544000000004,107.37297800000003,74.49081900000002,71.15270099999996,124.64353999999996,97.93971599999999,137.70178199999998,139.8387920000001,121.29980100000007,197.95158799999993,94.64625300000013,128.27791299999996,205.94057500000005,59.706279000000045,152.08178999999996,104.4944979999999,89.38398600000009,156.651933,100.83459299999994,147.2500840000001,42.869919999999986,110.95939799999998,123.98341800000004,150.54151200000004,136.19447700000018,126.45139199999998,159.3952280000002,41.682059,89.51187900000002,
"1981-10-01 00:00:00",138.51531100000022,165.49547599999988,143.34249600000018,106.14756899999999,56.25478199999999,106.57530300000009,89.71235600000004,159.81998099999998,129.00605400000003,154.8774,168.3740869999999,153.406097,236.73389500000005,133.10024100000004,61.66117199999993,148.952311,204.7340670000001,97.06369800000006,156.656129,146.23096000000004,133.084481,48.948423,148.70409199999992,174.05591600000022,105.69547200000002,157.164961,140.50956599999995,128.43934700000003,59.90758399999994,86.19934899999998,
"1981-11-01 00:00:00",218.8749360000001,270.26665199999997,147.95228300000014,232.65249899999972,41.08203099999995,204.14764000000014,205.1174989999996,247.74725899999996,218.08672200000032,195.42781000000016,234.73361000000003,242.469305,288.4245849999995,137.449178,96.720059,232.78863299999972,252.5930960000001,156.96085700000003,249.75220800000008,253.376534,221.19034600000026,73.12328300000001,249.66367600000012,182.4776579999999,228.45274499999982,190.00094900000022,219.26792800000013,179.4428949999999,56.21012999999995,134.58363200000005,
"1981-12-01 00:00:00",278.19597199999987,269.079461,250.1706760000002,154.6334820000001,122.68560299999997,247.1208110000002,249.8304340000002,352.80967900000024,219.03723599999995,124.31932999999997,275.2323579999997,191.08396499999986,330.52293,190.58608799999985,115.37111499999996,249.81362400000017,273.6716729999995,153.423515,262.1400959999999,243.64650800000007,253.17043800000013,141.98012999999997,284.5112180000001,258.977858,278.3318239999999,122.34522100000014,260.40062399999994,268.54724100000004,34.47403100000004,142.7440139999998,
"1982-01-01 00:00:00",279.6360739999999,216.62754099999998,230.845853,270.0951800000001,174.2357039999999,224.15827400000018,145.78479400000006,189.42732899999973,187.31927100000001,390.66571300000084,275.82784399999974,258.26177699999994,237.43596499999998,294.3968689999999,195.6231620000003,280.56758799999983,201.61034400000017,324.13812700000017,205.38394599999992,240.1195749999998,176.30958400000003,110.30545099999996,176.65905700000025,201.65977900000036,204.16836299999972,355.1469929999998,250.7521550000002,198.62883599999998,84.55155899999988,180.95764899999983,
"1982-02-01 00:00:00",220.08952100000013,238.59185500000007,180.58240399999974,169.43572600000005,131.88650799999996,208.690032,159.42881299999988,188.1903279999999,244.778714,236.92134899999988,224.98613999999984,231.14451500000007,287.434598,232.07622300000003,103.769665,179.851516,296.180496,174.70737199999962,276.68111100000027,237.01574200000007,258.8405759999997,70.22577299999988,194.50991499999992,246.61218300000007,227.97087100000024,189.73623300000003,168.8162840000001,178.58603699999986,74.570165,131.55604300000016,
"1982-03-01 00:00:00",152.47089800000012,163.07046100000002,192.77340600000002,70.264152,133.76689200000007,128.92181699999983,104.57392699999998,131.84219400000003,136.96613399999998,182.84981099999987,228.8003349999999,140.89716999999996,263.73755599999987,222.579976,97.62539499999991,129.10982399999995,289.2838139999995,115.09237100000001,107.78319199999991,151.978077,99.84468799999995,82.45097600000011,160.43319699999992,257.19595699999985,97.70547699999992,172.4182969999997,160.103135,122.19234,54.08242500000001,88.571038,
"1982-04-01 00:00:00",210.75861399999994,259.8939339999999,228.49023200000013,206.67697399999994,83.01714000000005,207.3026499999997,191.34795000000014,236.39464299999977,218.26832500000015,218.15790399999995,284.7582169999999,250.64896500000006,298.39843999999977,239.5305380000002,169.43947700000018,208.5161880000001,291.0398520000001,206.82095100000004,249.4888820000001,262.8514459999998,226.10521300000028,67.20531400000003,241.0591209999997,283.31501300000025,231.20012399999962,189.8521280000001,226.2405120000002,219.1457379999999,114.32024300000008,119.30089699999985,
"1982-05-01 00:00:00",229.49867499999985,189.67131100000006,156.98089099999996,151.80200399999998,121.41845700000015,188.94833100000005,156.2261660000001,201.29754300000013,172.93484400000014,186.54047099999983,235.37931600000005,206.8317280000001,187.606717,126.58598800000001,101.25063600000004,209.33044000000007,118.66230699999994,110.39240899999994,198.36763099999988,230.330804,172.2947909999999,63.43072799999998,187.03504500000022,251.28231800000003,183.00791699999982,175.3133490000001,171.81067099999993,192.35909099999952,80.35556700000001,135.84999999999997,
"1982-06-01 00:00:00",173.16583799999998,133.44414100000003,179.37071099999991,103.5049579999999,82.13638900000018,120.36066799999973,97.02422899999982,146.4531550000001,197.3499199999999,140.075288,272.2733029999997,135.92938600000002,186.531391,143.38727099999994,99.76323400000005,155.95921299999983,194.44994800000006,106.70790700000018,155.5377970000001,137.1965240000002,145.05228800000012,36.52990900000004,126.03644199999998,141.44092999999975,119.9982669999999,194.1917199999997,186.51477900000026,193.6440280000002,50.448171,97.61304599999994,
"1982-07-01 00:00:00",144.6916,140.37537800000015,146.3301219999999,111.88926300000001,52.30247699999998,121.8342960000001,99.81855199999995,104.81250999999989,146.4144669999998,149.67686000000012,195.47132100000005,141.69514899999993,140.321029,133.46672999999998,41.070297000000004,141.12969700000002,131.82722100000004,117.99051899999999,140.3881659999999,145.415445,126.85502699999982,70.85515400000003,118.89486299999997,113.43412000000006,134.49094600000004,171.17111199999988,170.46940299999994,110.43396200000002,30.32703600000002,72.39772899999996,
"1982-08-01 00:00:00",127.43671899999993,137.75471599999983,118.57349399999993,80.28288,66.15402999999996,92.35906600000011,79.52155200000006,109.13024000000004,95.03665100000016,150.26409900000024,200.0339259999997,124.87052199999987,137.6288640000001,157.882048,47.497713000000026,117.28639699999991,90.78993299999985,90.13554700000002,131.67704600000002,146.2918330000001,93.68676500000015,96.55452899999989,131.11975399999997,156.367749,104.73040100000003,153.83962500000015,146.17128700000012,129.70742199999998,28.52922900000001,68.21217799999995,
"1982-09-01 00:00:00",111.7234600000001,163.90472099999994,101.01893100000002,81.18599499999996,60.16902200000006,99.12307799999995,122.42906499999987,180.6661439999999,139.632081,141.30112700000006,201.60513799999995,128.66621400000014,240.80942199999973,154.92794699999985,45.37344599999997,103.14174099999997,217.65905400000003,86.68788499999997,150.2274259999999,137.32013099999992,139.51393699999997,50.06762599999997,176.1407759999998,147.1152400000002,135.08731100000003,201.7132939999997,103.11711700000005,177.66167899999994,32.53636300000002,52.60949599999996,
"1982-10-01 00:00:00",102.52452800000002,134.44050899999993,76.31371099999997,86.98441499999997,40.766247000000035,79.08517799999998,98.75900500000002,205.65328699999986,164.55492700000013,161.673541,246.51783299999985,133.67536700000005,238.3153219999996,182.98313300000004,47.040104999999954,91.15170100000002,195.90114300000016,69.0135429999999,157.82545999999994,121.9470170000001,150.7734119999997,23.082852000000017,131.997132,224.93020300000012,123.03524200000005,157.47061300000004,84.66014100000007,223.61213800000007,41.77019799999999,55.28429299999996,
"1982-11-01 00:00:00",160.1609779999999,192.841856,154.62206800000007,132.48899099999986,54.38480800000004,174.38471599999997,125.78507499999996,199.28306600000016,143.81988399999994,224.78627800000004,212.50955000000013,180.98396200000016,267.3071979999995,160.5046059999999,99.57039200000001,167.3075169999999,272.1080880000002,153.96865099999997,152.0280419999999,176.69942899999992,135.608137,47.861269000000014,157.45825099999988,231.8913310000004,163.113791,215.91131900000005,165.69176399999995,174.49250299999986,67.50147599999995,105.21028500000004,
"1982-12-01 00:00:00",162.75278699999996,289.4446769999999,139.79357199999995,171.2234910000002,89.87472799999996,185.34793900000003,215.16703200000003,335.83572699999957,342.63776200000007,224.19610600000016,299.2295750000007,239.18892300000013,344.04146199999974,239.45255399999985,141.032792,163.78553599999995,301.35947699999997,138.47273100000007,286.2724850000001,240.63653699999995,318.10848000000004,69.50402,291.2148039999999,271.20017900000033,222.9120709999999,191.69160299999993,145.39944500000004,280.8778550000005,87.38392500000002,114.4024359999999,
"1983-01-01 00:00:00",236.68928700000006,263.5510429999999,258.5235190000003,207.588328,101.31220999999998,220.12236200000012,221.22382,273.9873610000002,265.6308549999999,272.4933570000004,314.91454299999987,229.67510599999997,311.7486999999996,252.84004199999998,174.01506200000014,257.3236860000001,303.4862290000001,212.5234919999998,238.19665200000014,236.66834700000007,255.12611200000018,90.67643400000006,268.13179400000024,280.6775640000001,221.95831599999977,218.97497099999987,251.67463699999993,251.72760399999987,113.09763299999992,138.64053500000003,
"1983-02-01 00:00:00",336.1620700000002,407.0835469999995,232.51080000000005,234.819879,155.97360999999984,362.46012100000013,377.65915799999993,463.69942900000024,321.52109299999944,173.1522789999998,316.1945530000003,281.3722390000001,492.1999469999999,244.58689399999994,86.52959700000001,275.8180239999997,441.6493839999998,182.68722400000013,398.7296780000004,359.15997499999986,358.5042069999999,120.10747599999995,417.890836,366.9240079999999,409.6903530000004,171.1644240000001,259.11844300000007,354.73743099999973,34.04262499999997,182.97210700000005,
"1983-03-01 00:00:00",224.0103980000001,224.35780500000016,277.91194800000005,162.55274500000002,189.84993899999998,177.22636699999993,134.8631000000001,160.352626,160.95364799999984,172.06200299999986,212.59316900000022,216.3726330000002,259.79749299999986,248.1994880000003,134.00200399999986,207.57421600000006,256.5433260000004,193.64257099999998,198.58893499999976,244.31686899999974,184.81719099999978,137.40069700000004,189.32264599999982,234.92241100000012,167.5254569999999,187.96378099999995,255.66548600000013,180.7505119999998,56.91300300000003,134.01616300000006,
"1983-04-01 00:00:00",266.1569200000005,224.9389989999999,239.57244500000036,141.38998700000016,99.03261999999994,215.6411919999999,200.49330899999998,247.2608920000001,176.81749000000008,217.58381800000018,202.73711199999985,192.53833300000022,302.4122469999998,228.34330800000023,134.28676300000006,247.65699199999983,268.0031350000001,173.67661899999996,207.84201700000003,208.7621100000001,186.30521399999975,121.20880499999997,225.48493200000007,213.85876499999966,237.22414600000013,215.9162290000001,280.9284359999998,192.95079600000005,55.29522199999993,164.37519399999994,
"1983-05-01 00:00:00",199.283654,181.04051399999994,104.77343799999994,184.13973400000006,92.422967,160.951169,124.051357,159.02458199999992,146.04945399999986,289.6464489999999,191.88293700000008,201.93846599999998,181.8264539999999,105.56098299999995,77.17210700000004,215.47982199999984,135.40910600000004,152.313755,164.76508700000005,198.000296,138.50390999999988,66.53235200000005,161.39614,127.74103599999987,165.14730899999998,270.46321100000006,158.4487050000001,145.71975600000016,48.140547000000005,120.80311099999996,
"1983-06-01 00:00:00",169.4166600000001,192.0697809999999,133.34697300000013,152.24342900000008,45.47565299999993,127.20028299999997,98.08569600000007,132.43644499999996,108.21385499999998,228.5850230000001,168.65996399999997,188.53589500000015,180.83576100000016,146.172414,60.750842,161.49565200000006,154.40483399999997,133.77539199999993,120.79040200000004,196.10587799999988,108.66091700000005,65.09905999999997,167.28620399999997,153.95937700000005,129.50881700000016,230.390758,174.249372,154.98691800000003,40.69604999999994,98.93628399999997,
"1983-07-01 00:00:00",158.43401199999997,139.853677,141.06734100000003,86.16382300000002,74.49099500000003,108.19676000000004,93.10922199999999,154.437458,128.77295800000005,141.026451,190.87434200000007,125.18109000000004,177.38097299999987,167.18190900000002,63.16962999999995,158.5079390000004,127.86935699999995,92.55528899999997,150.61472399999994,139.97874900000008,128.87423400000006,58.08276900000003,136.11591799999988,149.93003499999975,131.52572500000005,152.19093399999974,136.8268269999999,151.64125099999998,31.56013000000003,85.9097710000001,
"1983-08-01 00:00:00",141.41590200000002,90.90202500000005,137.00235699999996,63.05212200000001,77.90685600000005,107.44073799999997,82.76991999999997,169.41135500000001,123.40844099999994,132.39391800000004,195.72801000000015,104.84582800000007,111.26047499999993,164.28017500000013,56.48316600000005,131.33115900000007,77.79465700000006,89.27297500000002,150.8229160000002,94.0842540000001,124.51950699999996,88.879392,83.77915399999995,147.1993580000001,143.80101599999998,132.4844290000001,145.92086800000004,163.56153700000002,22.04368,79.42658899999996,
"1983-09-01 00:00:00",138.16595199999998,130.07522499999993,107.24575599999994,66.27757399999996,65.49329699999998,113.93800599999992,82.80369800000013,127.76242600000005,155.94183299999983,137.896504,236.17784899999998,128.34405399999986,126.40371699999992,179.61142999999973,48.99948000000002,112.04772699999991,88.84831699999998,88.2582460000001,147.23256899999996,144.16322600000007,133.77037700000002,65.26135000000004,116.98114900000002,184.71730700000003,113.22814600000005,163.027458,119.4663559999999,172.27341099999984,30.037900999999994,72.63686000000001,
"1983-10-01 00:00:00",191.24266400000005,263.671034,142.35042099999995,157.643322,66.44163899999997,174.7874010000002,203.54438699999994,274.51667199999997,238.93731000000002,145.69726700000015,284.7192780000002,210.430443,294.2528690000005,180.8102549999998,96.69430800000002,199.7014439999999,257.23975500000023,145.87266399999987,234.49559400000007,241.74409399999996,225.951312,65.21143999999997,258.0660940000003,196.79828900000007,220.55093200000013,156.5008569999998,168.35644400000004,258.7837169999998,48.548306000000046,115.33813600000003,
"1983-11-01 00:00:00",194.3542489999999,278.1599810000002,151.50484699999984,139.3829009999998,75.4430320000001,198.32680500000006,251.80677500000007,398.4504199999996,326.3395240000005,165.3745929999999,335.46050199999996,207.57848899999985,374.67814300000043,170.87585600000008,108.96229699999995,175.91597599999992,326.82439800000026,113.510674,346.3911090000002,243.43458600000005,342.14525899999956,60.48537499999997,294.41298599999993,302.4810699999998,285.4266779999999,172.31233300000002,165.51339399999992,362.6067780000003,64.37975399999993,105.39865899999997,
"1983-12-01 00:00:00",164.50869000000003,165.6056280000001,181.88951999999998,124.99429099999998,113.696789,173.03761300000028,142.61561799999998,205.9494490000001,333.363633,178.19734800000015,305.87062300000025,178.84029200000012,190.46446399999996,223.38419900000022,103.70703699999994,137.93965700000007,174.6958180000001,117.47811800000004,281.61653899999965,158.70365399999991,310.22877500000004,63.198698000000014,167.03588200000016,270.46492100000006,223.33337000000003,197.14204000000012,159.44834199999997,247.7379160000001,76.34155400000004,84.81887400000001,
"1984-01-01 00:00:00",249.80786900000027,282.16864499999974,238.7263780000001,168.42355100000012,104.78489799999981,228.67513200000008,210.00847899999982,312.5504310000003,300.4105409999996,258.330531,239.31279000000015,224.97229700000014,344.96752399999986,212.11748500000004,221.74294299999988,222.31683700000002,310.7094509999998,235.30993500000005,312.3238490000002,227.7937570000001,315.78638400000017,106.02741300000004,271.3268319999999,300.8506859999999,259.06399700000003,265.799433,220.3440189999999,264.91368900000043,125.99041799999986,151.01082700000012,
"1984-02-01 00:00:00",228.0147870000001,386.39354399999985,208.39261000000008,257.67151200000006,120.46663000000001,283.63526300000046,310.5123869999998,365.54788799999994,293.19207300000045,273.41748500000006,260.41525699999994,326.1624109999998,390.8663699999995,185.44496600000014,118.18112999999994,206.002753,381.5588639999996,206.18010800000022,325.89279699999986,368.5937760000004,303.3391079999998,75.30687000000006,362.7982560000005,289.33274500000005,294.08227199999993,230.49313899999987,204.90281099999999,264.3078599999999,50.551434999999984,136.378929,
"1984-03-01 00:00:00",216.54568000000012,227.65470900000003,187.13399900000005,210.226757,130.95110700000023,202.46452800000017,161.1294759999998,195.09134299999997,170.14172699999995,226.39881899999986,280.416642,225.86287399999983,273.3745369999999,166.71068000000002,205.18902900000003,213.0570199999998,244.24853100000016,203.37240300000013,191.33557499999986,227.9100989999999,154.59849299999996,54.95279700000005,208.18523099999967,288.9555270000001,164.05092199999999,220.64622700000012,195.77761600000014,162.58645800000002,131.99429999999998,153.99004100000005,
"1984-04-01 00:00:00",225.93928099999974,168.07166900000013,246.24298800000014,143.46600500000017,156.7365980000002,145.75847900000022,126.82421800000003,221.60759099999996,126.02616400000005,253.5662949999998,181.50631099999995,196.9295170000001,186.90593400000006,187.57739599999996,157.49671900000004,213.90568800000008,134.92291499999996,185.2097229999999,145.9913110000002,158.87741400000002,127.34285799999994,70.92215099999999,154.642033,213.49985400000003,142.7944360000002,283.69971499999986,232.24097299999994,159.6978129999999,95.88889900000004,124.06603600000012,
"1984-05-01 00:00:00",230.1292989999997,123.37140700000013,172.50123100000002,114.84292500000005,133.91120600000002,122.57405400000003,73.42646900000001,110.54615999999999,148.17460500000007,169.16735600000015,211.10172100000017,145.15684099999982,178.09033699999998,122.69529199999995,147.74003599999998,215.41618100000005,168.30009399999994,165.25995099999997,168.12042600000007,140.72403399999988,147.48253999999997,68.70471700000002,102.04940099999992,175.34088600000013,128.4394510000001,154.49928800000006,202.35593,149.62618599999996,74.23935500000007,137.47836299999992,
"1984-06-01 00:00:00",169.73756100000014,145.25470099999987,123.68276400000016,106.18545700000004,70.90363199999992,130.40180400000008,97.98627600000002,127.33633800000004,117.60274300000007,221.98661000000004,176.46966899999998,145.761227,137.93250000000003,113.43875699999991,106.4292920000001,181.95681699999992,106.98367400000012,189.30162000000027,174.87344100000024,145.04440499999973,139.38281300000003,81.986834,137.64636200000007,130.66413100000005,144.77534400000005,252.7395919999999,180.37831500000016,145.43346300000005,77.21718300000006,102.79458800000012,
"1984-07-01 00:00:00",169.74240199999988,120.64247499999998,121.57014200000005,95.81543399999998,75.46010100000005,162.78085799999988,159.56079500000004,222.36575600000018,115.28932599999987,177.96430900000018,168.62134900000007,111.06536899999999,173.82668799999996,171.758401,57.060980000000015,163.90848399999987,141.35843400000007,121.37196899999994,175.0127769999999,132.74147499999992,144.30129300000004,86.3234369999999,143.8656500000001,166.83798200000007,185.20428799999996,157.72353400000014,155.97641699999988,164.55863199999996,39.147328,97.592546,
"1984-08-01 00:00:00",173.63383000000013,126.9126480000001,133.098988,112.75539499999985,76.74570700000002,139.2053219999999,122.06998399999995,176.176403,106.41636899999992,157.45991100000006,146.92719500000004,136.24832399999994,131.89104399999985,222.22340400000007,60.43641499999997,158.6928110000002,108.73197199999991,103.15964800000005,139.36786600000002,151.98869099999993,100.74848999999993,119.75273600000006,124.51374200000005,133.094184,156.1888309999999,162.98165599999996,137.77290199999993,145.714635,32.554425,86.37956800000002,
