"time","AT_ON","BE_OFF","BE_ON","DE_OFF","DE_ON","DK_OFF","ES_ON","FI_OFF","FI_ON","FR_OFF","FR_ON","GB_OFF","GB_ON","IE_OFF","IE_ON","IT_OFF","IT_ON","LU_ON","NL_OFF","NL_ON","NO_OFF","NO_ON","PL_ON","RO_ON","SE_OFF","SE_ON"
"1981-02-01 00:00:00",209.21767199999985,334.55350099999913,259.4489750000004,286.0429979999999,224.80361399999964,309.4165460000001,231.1881019999996,350.22311800000017,320.23765800000024,330.53973800000017,236.3288219999998,395.52464499999996,346.0707900000002,316.34458700000056,357.97799799999956,345.21715999999986,295.95507800000007,308.9679630000005,307.3483939999996,217.342933,446.23066300000005,370.35100199999937,203.9510350000001,123.92713500000002,381.5546060000006,257.04707900000005,
"1981-03-01 00:00:00",165.55540800000006,239.8318059999999,189.80777799999967,228.12892500000004,168.56226200000003,266.29679999999985,223.47390399999986,195.93552300000002,169.90580099999988,266.2107869999999,171.160198,308.0451400000001,279.3926379999997,268.2694220000002,296.9776899999999,175.45561100000003,122.214375,237.30411699999968,221.85810399999997,154.40074400000006,323.5650890000002,290.24831900000004,203.40276800000007,122.61403400000017,309.8317300000002,166.5777200000002,
"1981-04-01 00:00:00",195.6677709999998,354.31162799999953,300.95019600000006,261.3280899999998,223.54818300000002,274.1326819999997,413.91150500000026,274.703534,253.5599570000001,392.2488880000002,261.72806099999957,343.215714,298.8151110000001,328.3382280000003,274.34091599999977,164.74041700000004,131.27092299999998,341.79770699999995,302.8258539999999,215.09560799999988,345.7046690000001,306.18650300000024,196.4010859999999,137.589118,336.9756859999999,174.3091570000001,
"1981-05-01 00:00:00",141.45866499999988,202.45809299999982,162.24836199999993,152.51246700000016,122.61453400000009,155.80363299999985,307.1457930000001,284.1875779999999,258.70072799999974,235.16347000000002,155.414301,233.72593799999976,180.8629849999999,172.85879399999993,166.38111899999993,125.63547500000006,90.34509399999995,212.98441499999993,178.942668,134.71674999999985,276.3739349999999,243.27260899999982,139.72293100000005,136.97952099999992,231.16565299999985,207.98755699999987,
"1981-06-01 00:00:00",136.93741299999985,170.03678699999995,156.17493300000007,163.54088399999986,112.56605000000017,184.02029499999998,300.409523,194.69275100000004,185.54829299999963,266.3943380000002,174.0144590000002,229.06065000000004,200.37637899999984,210.5915290000002,170.01774899999992,147.27573500000003,90.88353999999995,199.7048200000002,154.8689600000001,104.35771400000012,283.1715430000001,283.2994840000002,138.417617,113.38482499999999,275.0972620000002,172.25135400000002,
"1981-07-01 00:00:00",112.22107899999993,238.73598399999986,181.95967000000005,196.14024799999987,132.423518,220.71891799999975,383.6097120000008,285.2491319999997,254.10875699999988,188.209063,141.96385899999999,271.8599519999996,229.3417289999998,207.7283990000001,220.438733,110.672537,97.18666199999991,219.63555199999985,213.21773700000003,159.70069999999996,291.54305799999963,214.45151999999985,126.532073,62.30287700000001,262.29854499999993,188.95406700000012,
"1981-08-01 00:00:00",130.047113,155.5623659999998,148.32439599999998,110.78811299999992,112.46222499999995,168.72921999999997,266.73789299999993,233.9301859999998,224.57029499999993,198.4365050000002,127.97334800000012,173.45688600000014,190.54588099999995,179.79970499999985,203.87279399999997,136.9647519999999,121.16461199999988,193.57337000000007,132.50733300000007,108.35103,205.05426200000025,194.90706799999987,117.21148900000007,122.94296000000003,244.51597799999993,171.133619,
"1981-09-01 00:00:00",104.2627419999999,111.89687800000003,108.55491099999995,121.46972100000008,106.36482099999994,138.23124900000002,274.4368079999998,227.11832600000014,201.38210200000012,119.39165000000003,99.95478699999994,162.28001800000007,139.51761400000004,97.89539099999995,130.82581100000002,86.24883700000004,98.37426099999993,145.87882499999995,115.43860000000002,98.56444400000007,216.88919799999957,196.033403,128.21871900000022,71.25064500000002,226.75411399999987,194.76848100000024,
"1981-10-01 00:00:00",86.90909700000003,196.48224000000005,179.69366900000009,151.74424900000008,94.85865199999992,216.32138100000006,222.7140599999999,194.82795700000017,170.94431900000012,229.11203999999995,156.71709000000016,276.6556940000001,253.2781410000001,220.50936299999998,225.263948,96.83880699999996,83.24778499999998,209.19912399999996,179.06474400000002,127.39305700000008,373.4218980000004,315.35316400000016,96.15590399999998,84.29744899999994,192.7889840000001,153.04380099999997,
"1981-11-01 00:00:00",153.68594199999993,333.56986000000006,274.7563480000001,273.1156110000002,220.0171880000002,296.1610880000002,255.09001399999974,275.3684360000001,244.425457,353.7011089999996,247.50584399999994,354.48171799999943,284.5257919999998,289.896516,289.097064,127.08383300000003,153.2953489999999,329.46106399999985,297.9742979999997,215.8619169999998,352.34237300000035,297.80090500000034,197.5959900000001,117.31832899999998,327.54002799999967,186.95762800000023,
"1981-12-01 00:00:00",215.57439600000004,346.7800740000001,271.3111699999996,375.28605300000027,250.559772,408.2104820000001,119.10687999999989,331.246598,276.7820559999997,285.302208,199.77054999999976,407.6500849999992,341.9046479999998,287.0434069999996,330.3855019999997,174.74565400000012,137.9502150000001,329.4372959999998,342.0288860000002,248.6364489999998,435.68212199999977,377.4189510000006,246.83108000000007,164.71299800000008,420.7800009999999,274.5271319999999,
"1982-01-01 00:00:00",209.46422799999996,279.61324200000007,213.8875170000003,187.7458999999999,178.36760099999984,206.1856559999999,434.28496699999977,325.0463570000001,278.9926979999998,362.69717399999956,256.9619719999998,302.7311909999999,233.65897799999976,241.52493600000017,219.08158699999998,306.04032,305.30171900000033,317.46513800000025,235.51918400000014,141.05093200000005,266.5452259999999,251.0138450000001,199.75289899999981,129.12412400000002,306.3491100000003,183.96065199999998,
"1982-02-01 00:00:00",175.93636199999975,290.00334000000004,246.40222799999984,188.43501499999996,182.592158,215.56425300000004,330.54504800000035,281.5100110000002,226.91817200000014,362.59160400000013,230.44018099999968,312.64685200000014,296.21052200000037,344.0370449999999,314.42783799999984,213.85151599999998,142.13136800000007,321.4070399999998,241.08033999999975,163.376843,385.1636620000003,293.0079969999998,215.5661839999998,100.27852800000002,270.725976,148.83967100000012,
"1982-03-01 00:00:00",110.6572749999999,207.70506199999977,170.60757199999975,177.32466599999987,107.65611800000016,183.1165510000001,261.5463400000001,273.8890570000002,237.29484499999984,229.0390569999998,141.47371,318.43516999999974,283.9547070000001,297.3678100000002,318.9130060000001,129.62046200000003,92.04071000000002,222.41100800000004,195.7202179999999,133.55244299999993,407.3508339999999,286.0674160000003,105.33567899999997,96.08397999999984,156.001735,116.44623999999993,
"1982-04-01 00:00:00",179.55846600000035,300.2092990000002,274.36517300000014,247.5123299999999,211.61474200000035,280.32653799999986,267.7553470000001,338.9967780000001,295.29967299999976,347.06570300000004,255.39196400000003,349.4273759999998,309.96066899999954,297.7752470000003,314.382085,212.51750299999995,187.34844100000024,330.8502929999999,272.512785,213.69431400000002,404.007773,349.18417700000015,206.2743080000001,125.30696800000007,326.06198000000046,253.54036300000016,
"1982-05-01 00:00:00",180.18318400000007,211.2196,215.0315649999997,204.61281700000018,168.44074900000018,234.79732000000004,425.0801040000001,264.7551469999996,244.03624100000008,255.08983900000007,218.73207699999983,245.688427,192.1873410000001,117.1595150000002,162.2170629999999,118.18921500000006,100.85813499999999,308.41441999999995,198.48077900000004,163.9723430000001,346.2298379999997,306.9052189999998,172.26494200000008,117.39139199999993,273.7408270000003,199.21349699999993,
"1982-06-01 00:00:00",116.53735099999996,164.8121079999999,144.47418900000005,120.24275299999996,109.41133599999993,158.79568299999997,226.33534100000003,312.53030500000006,288.6327750000002,196.84175799999988,137.752571,204.68381899999974,202.87640800000014,174.02238400000007,212.37641799999997,118.76383800000013,97.40013499999982,194.24670299999977,140.65012000000004,111.78151499999998,245.704394,198.4365679999999,110.00203699999997,64.42379800000013,233.8172169999998,239.61063799999988,
"1982-07-01 00:00:00",120.74042199999987,156.01905100000005,158.17101399999996,96.07236899999998,116.98662100000011,124.11594899999987,217.18313599999982,210.00144299999997,205.89434799999958,214.43252499999997,142.52391199999997,155.02027400000003,144.49575300000018,117.22660699999996,143.81898800000002,81.6971710000001,126.47263499999994,203.0843389999999,125.08413400000009,102.55324800000002,216.716483,171.642437,126.13452900000016,94.24601599999987,146.216921,121.0984190000001,
"1982-08-01 00:00:00",88.17398600000004,180.92543100000003,144.46317400000004,113.37812599999988,86.88478700000005,125.65255600000006,215.6115699999997,225.96763000000027,211.81538200000014,196.37359900000016,130.13370399999997,174.414336,132.70185799999993,107.65975400000005,109.76165700000017,101.0839829999999,86.58636299999999,209.88684899999993,152.12627800000018,114.35812999999997,243.60585600000027,233.40149700000023,95.07844800000001,113.48116799999994,149.7944789999999,169.75673799999998,
"1982-09-01 00:00:00",75.70836999999993,209.48721200000006,172.9399919999999,191.56876400000004,120.84506400000011,193.88189400000007,266.5555279999999,227.0596040000002,212.38673899999995,203.334778,128.73326299999997,272.7258,256.6758739999999,214.02767800000007,249.7324909999998,82.8689550000001,86.55378000000005,199.05033100000017,200.22155100000012,152.50350500000005,277.03151799999995,211.45261400000012,98.15982900000007,60.82407799999998,288.70392699999985,201.06086300000038,
"1982-10-01 00:00:00",57.386495999999994,164.12710499999994,144.37901699999983,166.27765299999996,98.3521870000001,235.40153899999999,218.51040600000007,286.62535399999945,252.5134620000002,186.30721299999996,136.46385699999996,280.30212000000006,267.23888199999993,192.15631000000008,237.7163439999999,80.960216,64.05073900000001,175.79468299999988,160.981898,112.7168329999999,381.5834849999998,309.9868339999996,87.29364700000002,39.60637299999994,305.39569700000015,279.7320309999996,
"1982-11-01 00:00:00",128.11956699999985,236.17895299999998,203.0034780000001,162.19154499999993,142.90818400000032,226.22281099999992,282.1141039999997,249.4588250000001,222.9885299999998,268.534578,181.97157600000034,313.4447289999998,287.39497200000005,286.8071570000002,292.46038900000036,164.598388,135.51906500000013,244.46853000000007,200.53530200000017,127.72965400000002,357.8222480000005,330.58603099999993,162.39980100000005,104.0533870000001,304.493152,189.51523200000003,
"1982-12-01 00:00:00",124.67802300000005,372.69332500000013,290.5152209999995,356.665465,210.02336800000006,396.2563460000001,257.9272730000001,359.7454790000004,295.56879900000035,379.3608900000002,239.91895699999998,412.3508249999996,348.2055160000002,348.3488180000003,331.8414129999996,187.80352600000012,100.39991699999993,322.054695,353.45808900000003,250.40869099999986,466.61155199999945,401.4577720000001,172.46907699999994,66.66774999999997,457.0973830000002,272.84355099999965,
"1983-01-01 00:00:00",189.32461499999997,326.9676929999999,265.7613909999996,305.6605630000001,228.618475,313.8251539999999,340.26937600000014,372.4153469999998,321.1718659999996,347.827575,229.22965800000014,369.3235269999999,320.8908650000002,329.2425000000002,325.2444340000002,212.50831600000024,204.66438999999983,299.0095029999997,311.84088900000035,240.1970669999999,424.0863590000003,334.95248500000014,193.27909999999997,125.92003800000005,370.8443380000003,257.2144180000001,
"1983-02-01 00:00:00",348.1138110000002,502.66342400000025,411.22771800000027,509.1527979999998,385.2823860000004,540.3661139999996,249.65639299999992,364.5966659999999,321.96807399999994,415.56043499999964,288.3459739999996,568.5568669999998,509.28546499999953,455.0405820000001,500.5320849999997,191.17590799999994,160.37108799999996,449.914766,484.10010300000073,370.7820109999994,539.2578420000002,495.6269040000007,375.2230540000002,178.91687299999984,528.4326300000006,351.7793069999999,
"1983-03-01 00:00:00",148.69362199999998,290.69651500000026,225.42915000000022,167.84994,157.6534710000002,181.35330199999993,277.5729180000003,256.38975500000004,217.88595200000006,361.11711199999985,221.538037,276.05433200000016,257.377411,303.8116389999999,255.92271199999993,205.48207799999997,181.11224099999995,322.7374310000002,232.14590200000026,159.62588100000016,262.37988599999983,239.39272800000003,154.17946399999994,143.2227100000001,247.1755689999999,173.82118599999998,
"1983-04-01 00:00:00",169.05136800000014,278.3184400000003,233.36991100000026,247.92313999999993,208.67148099999966,272.79749600000014,265.84020899999973,244.72837199999992,209.93459699999985,257.6110729999999,192.75783700000008,366.3050339999999,314.860032,256.84947199999976,304.58887599999997,195.88736799999992,145.71746000000013,276.67138400000005,255.42857800000004,194.0787610000001,359.903767,305.7625509999997,226.69071000000025,212.2644710000001,331.6375589999997,199.39879699999963,
"1983-05-01 00:00:00",146.44935199999995,213.03881399999983,194.96472200000008,146.3883389999998,145.10402199999982,168.0612,348.66731699999997,228.43623100000008,200.49904299999992,276.44828900000016,207.04450800000006,213.65851700000007,178.89078800000016,159.040054,147.631148,144.98345000000006,138.74898399999995,265.4803009999994,176.77105600000016,139.77574600000003,200.25773300000006,179.65659099999982,149.69925700000007,88.66103299999993,259.2925590000004,152.13993200000016,
"1983-06-01 00:00:00",118.91118499999995,213.7199359999999,216.98023000000026,137.66140200000007,112.39847200000013,139.939991,332.39141199999995,209.35191200000008,175.10162400000004,270.978387,192.31691900000007,211.01177500000006,183.21673400000026,185.43920699999998,169.64145299999987,124.75512499999992,118.13698700000003,268.9253729999997,179.50550699999985,143.27997799999997,229.24990899999975,192.99417700000015,115.49951700000011,110.32326399999995,229.60739400000006,183.142905,
"1983-07-01 00:00:00",79.22875099999992,179.05695799999987,149.93295799999973,131.99714700000007,99.80671899999994,192.69355400000015,296.85248200000024,224.8732660000003,194.64728399999987,179.58761100000024,127.26104599999992,205.7164779999996,185.79026900000005,132.16897399999985,161.23171199999993,108.30263700000003,87.75068199999998,197.14622599999996,154.35112100000006,118.12197800000007,281.08499099999995,249.20614699999982,117.40799199999992,69.68213599999996,208.6140769999998,185.2395060000001,
"1983-08-01 00:00:00",77.34506099999993,121.0193339999999,96.27620899999994,97.32424300000005,90.670478,186.7094160000001,241.70679099999992,237.21657800000008,197.8646579999999,159.56351899999984,107.3030459999999,134.18576000000004,115.93623599999987,57.74085999999998,97.9416599999999,91.56102800000002,91.70993299999996,139.75142200000002,103.72255399999989,73.39846999999993,213.2150019999998,229.26702500000016,128.11774000000017,127.10312400000001,234.40528099999995,199.042401,
"1983-09-01 00:00:00",114.67975800000004,151.30077800000024,146.03803199999982,103.16048700000007,94.10431600000003,150.31676499999983,283.71484999999973,256.6134369999999,248.43571600000007,189.01697700000042,130.6323749999999,145.46178899999998,124.2517329999999,89.76184300000003,101.06137199999998,106.85393999999997,69.17983499999997,205.98397799999984,125.73173800000009,103.2683520000003,251.68688899999995,237.443416,97.09192200000001,95.38285000000005,193.66095699999974,219.47555000000003,
"1983-10-01 00:00:00",126.23915199999993,316.77400799999987,278.10774500000014,276.71936900000003,210.73470799999998,304.10679999999996,190.8329929999999,340.81279600000005,290.4449119999997,308.0237220000002,218.38573100000005,341.7708280000004,302.15475700000036,271.24196799999964,282.1420320000002,125.16764700000004,148.44966300000007,321.5904519999996,290.86169400000017,222.8123849999997,338.8673260000002,297.84207099999975,162.74536800000013,87.15666200000005,394.53451399999983,277.30991699999987,
"1983-11-01 00:00:00",140.78524099999987,349.52794800000015,285.58762199999956,384.453652,247.48976400000018,465.0214190000007,217.22715799999986,404.66673099999963,336.64486300000016,314.9618119999999,214.4097219999999,442.94170699999995,396.24868199999963,340.2519249999997,389.69321199999985,102.17229999999995,119.11130799999995,327.6108040000001,344.43530999999973,257.1223600000003,496.1473790000001,439.71142999999967,213.451416,89.21626500000009,523.5211400000004,385.62732100000005,
"1983-12-01 00:00:00",153.48622100000009,202.05201799999998,172.57100499999996,195.9564960000001,153.0287070000002,232.8264069999998,230.35367299999993,353.5297689999997,308.67591299999987,273.21775199999956,179.682267,254.64300400000005,191.9240139999998,179.56105400000013,189.5545220000001,129.11737000000002,100.32506799999986,216.95875699999985,192.64080700000008,147.45319199999986,368.4266830000005,292.74385699999993,210.22816100000003,85.93563400000008,326.2036960000003,255.44965600000003,
"1984-01-01 00:00:00",185.20144699999977,354.9503590000007,289.3554389999999,329.44189599999993,212.40058100000016,387.4976340000002,335.87160599999976,282.22122700000034,235.53773199999998,347.49182800000045,232.16233999999983,431.57335500000005,348.82719100000077,353.0931989999996,337.0923420000001,236.73364999999998,230.61101399999995,315.09721299999984,333.874981,230.99784599999992,513.9867020000005,451.0049229999997,241.46075699999994,105.51082400000001,433.0909960000001,267.40856700000006,
"1984-02-01 00:00:00",228.15891300000004,456.6142379999999,396.55377899999985,416.6673230000003,320.46351500000037,431.8072279999999,357.74008600000025,297.86132399999985,261.9919550000001,488.96706600000005,333.58024799999987,469.89181900000017,396.8194079999993,437.4359120000002,392.0539439999996,187.56198499999985,206.8987229999999,456.9000519999999,428.6850749999995,318.5782580000006,492.86811100000006,457.999313,266.8658909999995,91.94981800000008,421.21821199999965,255.22847000000004,
"1984-03-01 00:00:00",201.2922330000001,279.85252400000024,233.4692639999999,225.18537800000004,177.34588700000012,246.07498800000016,295.254865,324.2304789999997,296.6371259999998,324.03350700000016,229.99825200000018,315.8296259999993,281.18977399999983,268.91761999999943,262.29313499999944,190.85667099999975,206.0693439999999,291.76724800000005,253.13748099999992,174.92567299999982,387.448174,324.625858,161.6190029999998,119.409296,259.60998000000006,136.91006399999992,
"1984-04-01 00:00:00",145.01776399999994,199.70061199999998,179.66523100000015,182.02045100000015,131.26041,252.14325800000017,376.2044849999999,217.0926410000001,190.24190499999986,282.09473300000013,195.8597209999999,233.42098900000005,183.92392500000005,158.120397,152.67651600000013,181.60599200000004,175.5961080000003,214.45968400000012,183.36422499999995,125.23783199999995,327.7872619999998,339.82818400000014,138.88439299999996,104.56810700000007,290.35778899999985,162.8053090000001,
"1984-05-01 00:00:00",110.58505700000013,147.86856399999996,134.86055500000006,85.27660600000003,89.25727900000004,132.65131599999998,159.4528129999997,248.94259199999976,222.1284699999999,192.095077,150.20410200000006,197.19400999999988,190.92135799999994,158.66645199999996,205.12097099999994,195.6571340000001,137.24861700000008,195.30314799999988,119.73895399999992,87.61548199999996,217.168683,174.45025900000022,122.00458400000001,145.01648299999988,183.86623799999992,161.974725,
"1984-06-01 00:00:00",104.23685499999999,184.4597519999999,153.21401000000014,129.75971199999992,110.94258699999985,136.81176499999998,305.7692590000001,192.40015200000025,186.70355800000007,242.4193230000002,143.199606,183.64256900000026,129.74148000000002,130.14603299999996,107.57245200000006,203.81897499999988,177.38670400000015,198.7624579999999,158.0927400000002,115.278185,168.6437010000001,162.25179700000012,117.58872299999996,102.27386100000007,225.033124,161.642075,
"1984-07-01 00:00:00",153.10302100000013,137.7681750000001,136.16034700000003,200.5195950000003,163.27825500000006,273.72953900000016,308.7620859999997,197.0490110000001,175.7459470000002,149.46431000000004,112.65286000000006,226.19295200000022,189.216557,125.72138499999997,176.33282999999994,116.20020000000011,121.24496099999996,189.02759699999996,149.0292550000001,132.08561400000005,320.2027100000002,304.232138,159.13964500000006,125.0556379999999,290.61155200000036,179.84802199999996,
"1984-08-01 00:00:00",137.6393839999998,131.1717149999999,149.03070099999994,153.029213,133.79695099999986,232.7437659999999,207.55683399999984,183.62187799999978,144.53805799999975,163.16685499999997,141.6505899999999,182.586189,140.2175409999998,124.54637000000007,119.08761500000001,114.23317000000003,101.96422800000006,216.48924300000004,132.94642900000008,107.22931200000004,335.26845000000014,304.6084020000003,132.79645299999984,117.53712200000012,234.6553430000001,154.254686,
"1984-09-01 00:00:00",80.2078969999999,121.29361300000002,116.00630599999997,69.29324400000007,79.09734199999998,107.77087099999999,269.54389999999984,186.901504,176.31220099999993,140.70442200000005,107.45070199999996,134.699418,137.49945000000008,89.31807799999997,130.93992599999999,102.66013600000007,85.4014569999999,155.66863999999998,97.47106700000003,85.97998199999991,154.44624100000013,162.43548599999977,81.00646499999998,61.84850500000009,145.99422499999994,150.49144000000018,
"1984-10-01 00:00:00",121.93015999999967,235.479671,205.7584080000001,187.43427299999988,169.95599299999986,195.53492299999996,236.19298899999976,228.52095999999995,206.6887879999999,273.30822000000023,187.93141699999993,255.41635100000005,216.93344599999998,227.99283200000002,219.619881,127.88288599999993,154.5143379999999,263.8827580000001,208.8494599999999,148.3572040000001,288.1813809999996,249.48571899999993,160.0139640000001,102.01269599999999,253.62660400000024,151.0227749999998,
"1984-11-01 00:00:00",102.06581399999993,294.64534199999986,239.00317300000003,295.2951070000001,194.5679199999999,363.5996359999999,228.07970799999995,260.29370199999994,212.08514599999998,292.2045830000001,197.65955400000024,371.94017599999944,308.6675139999999,280.7699300000002,282.95850799999977,106.47380299999993,104.07136800000022,266.0885149999998,282.64194899999995,203.564713,408.59603,340.39526800000004,210.99744900000016,97.098564,436.84851399999957,280.35358900000006,
"1984-12-01 00:00:00",170.99769500000016,277.35444400000006,242.86145899999988,314.71312000000006,185.82848300000006,366.2298859999996,308.05647,251.1937039999999,234.00821500000018,308.3539839999996,229.46852799999988,373.02556700000036,294.136212,280.17806799999977,244.0817289999999,185.87852699999985,129.78499900000003,270.5404320000001,278.713576,189.55470599999995,459.89110799999986,452.44073799999956,200.1425960000001,118.93411800000005,395.867237,192.40503600000005,
"1985-01-01 00:00:00",101.03194799999999,257.37718200000006,196.2923349999999,254.36050000000003,123.57775099999996,316.8788389999998,238.069309,294.5918109999998,247.90023699999998,262.81173299999966,149.03898499999997,348.38034000000056,277.1537399999998,261.8871150000004,261.0648969999999,143.39561799999996,133.52927100000008,196.81218300000012,246.07962300000008,147.99629600000011,472.88725499999936,384.1728339999998,138.80625300000017,99.90894900000015,330.2453860000002,200.30661899999987,
"1985-02-01 00:00:00",157.36540799999992,300.5168689999999,216.63790899999984,251.69512699999999,170.44849599999978,283.31406000000004,315.83013300000005,215.76617000000002,180.64186599999996,318.33939400000037,192.85889600000002,331.21632800000003,227.11268900000024,210.20548600000006,178.4618849999999,245.0295430000002,138.35491999999994,283.0256140000001,269.4145629999999,167.13795100000004,259.39346499999994,249.7640499999999,163.91267400000018,96.01014200000012,359.9601509999998,160.3583869999999,
"1985-03-01 00:00:00",168.05565399999998,210.8628020000001,177.62563200000005,155.0879809999999,143.89038399999967,153.64419300000012,318.70129800000007,174.48017800000005,156.47483199999994,238.58955299999985,181.65874500000007,251.8696800000001,262.669149,269.30496199999993,312.513304,157.9433980000001,151.5427679999999,252.93248899999995,186.1495809999999,130.84073399999986,275.4761450000002,199.50445799999974,163.32713800000008,158.87715000000014,197.2875520000003,84.39715400000004,
"1985-04-01 00:00:00",123.20825,212.69671899999972,210.078707,151.00472499999995,145.91122200000007,173.14292999999986,372.5367079999997,256.23006600000014,221.37270100000006,286.74536600000005,217.8556149999998,238.24381099999997,233.6586940000003,260.91549799999996,268.02058900000003,199.26814400000006,129.242593,280.604081,181.73989099999994,139.479324,371.25993,337.750775,157.99196500000002,123.9014609999999,277.63581600000043,178.27545999999998,
